id,code,erpOrderCode,receiptType,companyCode,qtyRatio,totalQty,totalLines,leadingSts,trailingSts,returnWaybillCode,shipFromAttentionTo,uploadBatch,created,userDef5,userDef6,receiptNote,endCheckinDatetime,auditStatus,iqcStatus,crossDockMode,returnException
6656003,778519,EB2601280044392,THRK,HF-SPD,0,1,1,900,900,73595057228044,,2026-02-07 20:28:07,2026-02-05 10:13:01,S抖音睿沃旗舰店,,,2026-02-07 19:00:54,-2,0,0,0
6656174,778453,EB2602010044065,THRK,HF-SPD,0,1,1,900,900,JDX048913451572,,2026-02-07 11:32:05,2026-02-05 10:16:00,S得物,,,2026-02-07 11:27:45,-2,0,0,0
6656224,778344,EB2602010027858,THRK,HF-SPD,0,1,1,900,900,73595007388568,,2026-02-09 11:20:37,2026-02-05 10:21:01,S抖音睿沃旗舰店,,,2026-02-09 10:24:51,-2,0,0,0
6656339,778568,EB2602010021705,THRK,HF-SPD,0,1,1,900,900,73595067710166,,2026-02-09 17:28:08,2026-02-05 10:22:00,S抖音睿沃旗舰店,,,2026-02-09 16:46:22,-2,0,0,0
6656532,778975,EB2602010045564,HHRK,HF-SPD,0,1,1,900,900,631148040315293,,2026-02-07 20:28:07,2026-02-05 10:31:02,S天猫网上旗舰,,,2026-02-07 19:13:39,-2,0,0,0
6656811,778931,EB2602010045115,THRK,HF-SPD,0,1,1,900,900,JDX048914646026,,2026-02-07 19:26:06,2026-02-05 10:40:01,S抖音睿沃旗舰店,,,2026-02-07 18:52:11,-2,0,0,0
6656974,778953,EB2601300045996,THRK,HF-SPD,0,1,1,900,900,73595120190710,,2026-02-07 20:28:07,2026-02-05 10:43:00,S抖音睿沃旗舰店,,,2026-02-07 19:05:31,-2,0,0,0
6657027,OPU2602040000014,OPU2602040000014,CGRK,HF-SPD,0,2,1,900,900,,,2026-02-05 15:06:00,2026-02-05 10:48:00,,,,2026-02-05 15:03:04,-2,0,0,0
6657134,778057,EB2602010048592,THRK,HF-SPD,0,1,1,900,900,73594910499039,,2026-02-06 17:58:09,2026-02-05 10:52:02,S抖音睿沃旗舰店,,,2026-02-06 17:09:37,-2,0,0,0
6657136,778951,EB2602010026232,THRK,HF-SPD,0,1,1,900,900,1352248958418,,2026-02-09 11:20:19,2026-02-05 10:52:02,S抖音睿沃旗舰店,,,2026-02-09 11:09:58,-2,0,0,0
6657736,778786,EB2602010044049,THRK,HF-SPD,0,1,1,900,900,435033978696822,,2026-02-07 19:26:06,2026-02-05 11:17:00,S天猫网上旗舰,,,2026-02-07 18:47:39,-2,0,0,0
6658260,778980,EB2601310032096,HHRK,HF-SPD,0,1,1,900,900,631148065734359,,2026-02-07 14:56:06,2026-02-05 11:37:00,S天猫服饰旗舰店,,,2026-02-07 14:22:23,-2,0,0,0
6658287,779068,EB2601250021813,THRK,HF-SPD,0,1,1,900,900,JDVA41800203827,,2026-02-07 10:32:09,2026-02-05 11:40:01,S京东网上商城,,,2026-02-07 10:10:05,-2,0,0,0
6658317,778925,EB2601310023588,THRK,HF-SPD,0,1,1,900,900,312955040352007,,2026-02-08 17:42:09,2026-02-05 11:42:00,S抖音睿沃旗舰店,,,2026-02-08 16:47:57,-2,0,0,0
6658487,778438,EB2602010045972,THRK,HF-SPD,0,1,1,900,900,JDX048913974345,,2026-02-08 13:32:09,2026-02-05 11:47:00,S得物,,,2026-02-08 09:50:50,-2,0,0,0
6658713,779017,EB2602010034561,THRK,HF-SPD,0,1,1,900,900,73595142071962,,2026-02-07 19:26:07,2026-02-05 12:02:00,S抖音睿沃旗舰店,,,2026-02-07 18:54:54,-2,0,0,0
6659737,779112,EB2602030018172,THRK,HF-SPD,0,1,1,900,900,JDVA41802091387,,2026-02-06 17:58:06,2026-02-05 12:49:01,S京东网上商城,,,2026-02-06 17:15:01,-2,0,0,0
6659934,779029,EB2601310025701,THRK,HF-SPD,0,1,1,900,900,312955087360091,,2026-02-08 17:42:08,2026-02-05 13:02:00,S抖音睿沃旗舰店,,,2026-02-08 16:41:34,-2,0,0,0
6660202,778948,EB2602020024244,THRK,HF-SPD,0,1,1,900,900,631148099417133,,2026-02-07 14:56:06,2026-02-05 13:18:00,S天猫网上旗舰,,,2026-02-07 14:30:32,-2,0,0,0
6660427,779058,EB2602020028033,THRK,HF-SPD,0,1,1,900,900,73595159086494,,2026-02-07 20:28:08,2026-02-05 13:22:00,S抖音睿沃旗舰店,,,2026-02-07 19:10:43,-2,0,0,0
6661682,779102,EB2602010021353,THRK,HF-SPD,0,1,1,900,900,SF5109900298066,,2026-02-08 17:42:07,2026-02-05 14:29:00,S天猫网上旗舰,,,2026-02-08 15:16:18,-2,0,0,0
6661688,779100,EB2602010026820,THRK,HF-SPD,0,1,1,900,900,SF5109900298066,,2026-02-08 17:42:07,2026-02-05 14:30:01,S天猫网上旗舰,,,2026-02-08 15:16:25,-2,0,0,0
6662018,779195,EB2602020036927,THRK,HF-SPD,0,1,1,900,900,SF5109926139807,,2026-02-06 19:50:06,2026-02-05 14:52:00,S天猫网上旗舰,,,2026-02-06 19:16:45,-2,0,0,0
6662194,779204,EB2602030029662,THRK,HF-SPD,0,1,1,900,900,JDVA41807360741,,2026-02-07 19:26:07,2026-02-05 15:05:00,S京东网上商城,,,2026-02-07 18:54:08,-2,0,0,0
6662367,OPU2602050000011,OPU2602050000011,CGRK,HF-SPD,0,715,19,900,900,,,2026-02-09 21:32:00,2026-02-05 15:15:00,,,,2026-02-09 21:29:17,-2,0,0,0
6662430,OPU2602050000014,OPU2602050000014,CGRK,HF-SPD,0,2,2,900,900,,,2026-02-10 14:20:02,2026-02-05 15:19:00,,,,2026-02-10 14:17:55,-2,0,0,0
6662657,OPU2602050000016,OPU2602050000016,CGRK,HF-SPD,0,654,14,900,900,,,2026-02-10 20:20:23,2026-02-05 15:33:00,,,,2026-02-06 20:49:08,-2,0,0,0
6662808,779099,EB2601290045144,THRK,HF-SPD,0,1,1,900,900,JDX048929665305,,2026-02-07 11:32:05,2026-02-05 15:41:00,S得物,,,2026-02-07 11:10:38,-2,0,0,0
6663011,779130,EB2602020036059,THRK,HF-SPD,0,1,1,900,900,JDX048932140478,,2026-02-07 10:32:08,2026-02-05 15:49:00,S抖音睿沃旗舰店,,,2026-02-07 10:00:01,-2,0,0,0
6663205,OPU2602050000017,OPU2602050000017,CGRK,HF-SPD,0,1244,42,100,100,,,,2026-02-05 16:00:00,,,,,-2,0,0,0
6663562,779248,EB2602020037530,THRK,HF-SPD,0,1,1,900,900,631148140766166,,2026-02-07 15:12:05,2026-02-05 16:18:00,S天猫网上旗舰,,,2026-02-07 15:02:49,-2,0,0,0
6663676,779187,EB2602020019689,THRK,HF-SPD,0,1,1,900,900,YT2542000835637,,2026-02-07 14:56:04,2026-02-05 16:26:00,S天猫网上旗舰,,,2026-02-07 14:12:09,-2,0,0,0
6663677,779191,EB2602010045775,THRK,HF-SPD,0,1,1,900,900,YT2542000835637,,2026-02-07 14:56:05,2026-02-05 16:26:00,S天猫网上旗舰,,,2026-02-07 14:12:25,-2,0,0,0
6663823,779250,EB2602010040248,THRK,HF-SPD,0,1,1,900,900,SF5126940105007,,2026-02-07 10:32:06,2026-02-05 16:30:00,S天猫网上旗舰,,,2026-02-07 09:40:58,-2,0,0,0
6664616,TF2602050003049,TF2602050003049,DBRK,HF-SPD,0,2,2,300,300,,,,2026-02-05 17:05:00,,,,2026-02-07 18:57:45,-2,0,0,0
6664617,TF2602050002458,TF2602050002458,DBRK,HF-SPD,0,156,65,300,300,,,,2026-02-05 17:05:00,,,,2026-02-07 18:51:27,-2,0,0,0
6665063,779208,EB2601200022949,THRK,HF-SPD,0,1,1,900,900,772056266453891,,2026-02-07 19:26:08,2026-02-05 17:28:00,S天猫服饰旗舰店,,,2026-02-07 17:49:37,-2,0,0,0
6665358,ASR2602050000021,ASR2602050000021,QTRK,HF-SPD,0,3,3,100,100,,,,2026-02-05 17:43:00,,,,,-2,0,0,0
6665360,ASR2602040000100,ASR2602040000100,QTRK,HF-SPD,0,18,18,900,900,,,2026-02-10 13:38:02,2026-02-05 17:43:00,,,,2026-02-07 14:54:10,-2,0,0,0
6665361,ASR2602040000120,ASR2602040000120,QTRK,HF-SPD,0,2,2,300,300,,,,2026-02-05 17:43:01,,,,2026-02-09 15:24:53,-2,0,0,0
6665362,ASR2602030000026,ASR2602030000026,QTRK,HF-SPD,0,16,13,900,900,,,2026-02-10 13:38:01,2026-02-05 17:43:01,,,,2026-02-09 11:03:35,-2,0,0,0
6665397,ASR2602050000025,ASR2602050000025,QTRK,HF-SPD,0,18,17,300,300,,,,2026-02-05 17:44:00,,,,2026-02-09 15:22:33,-2,0,0,0
6665399,ASR2602050000022,ASR2602050000022,QTRK,HF-SPD,0,2,2,100,100,,,,2026-02-05 17:44:00,,,,,-2,0,0,0
6665454,779319,EB2602020046273,THRK,HF-SPD,0,1,1,900,900,JDVA41813595050,,2026-02-07 19:26:09,2026-02-05 17:46:02,S京东网上商城,,,2026-02-07 18:42:07,-2,0,0,0
6665488,779320,EB2602020046056,THRK,HF-SPD,0,1,1,900,900,JDVA41813633992,,2026-02-07 19:26:09,2026-02-05 17:47:00,S京东网上商城,,,2026-02-07 18:37:16,-2,0,0,0
6665494,778922,EB2602030028025,THRK,HF-SPD,0,1,1,900,900,JT3152884653085,,2026-02-07 14:56:07,2026-02-05 17:48:00,S天猫网上旗舰,,,2026-02-07 14:37:17,-2,0,0,0
6665719,779332,EB2602020045803,THRK,HF-SPD,0,1,1,900,900,JDVA41814071152,,2026-02-07 19:26:07,2026-02-05 18:02:00,S京东网上商城,,,2026-02-07 18:50:06,-2,0,0,0
6665825,779115,EB2601300040826,THRK,HF-SPD,0,1,1,900,900,772056268327551,,2026-02-07 15:12:06,2026-02-05 18:08:00,S天猫网上旗舰,,,2026-02-07 15:00:46,-2,0,0,0
6665876,779341,EB2602020041366,THRK,HF-SPD,0,1,1,900,900,JDVA41814303424,,2026-02-09 11:20:26,2026-02-05 18:10:00,S京东网上商城,,,2026-02-09 10:04:20,-2,0,0,0
6665885,778588,EB2602020021409,THRK,HF-SPD,0,1,1,900,900,772056214336971,,2026-02-08 14:22:06,2026-02-05 18:11:00,S天猫网上旗舰,,,2026-02-08 13:54:51,-2,0,0,0
6665896,778976,EB2602020021409,THRK,HF-SPD,0,1,1,900,900,772056214336971,,2026-02-08 14:22:06,2026-02-05 18:12:00,S天猫网上旗舰,,,2026-02-08 13:55:02,-2,0,0,0
6665898,778589,EB2602020021410,THRK,HF-SPD,0,1,1,900,900,772056214336971,,2026-02-08 14:22:06,2026-02-05 18:12:01,S天猫网上旗舰,,,2026-02-08 13:55:11,-2,0,0,0
6666277,779349,EB2602020044918,THRK,HF-SPD,0,1,1,900,900,435034850844163,,2026-02-08 17:42:08,2026-02-05 18:33:00,S天猫网上旗舰,,,2026-02-08 16:46:36,-2,0,0,0
6666739,779384,EB2602040028864,THRK,HF-SPD,0,1,1,900,900,JDVA41815489244,,2026-02-06 17:58:06,2026-02-05 19:00:01,S京东网上商城,,,2026-02-06 16:43:40,-2,0,0,0
6666740,779385,EB2602040028864,THRK,HF-SPD,0,1,1,900,900,JDVA41815489244,,2026-02-06 17:58:06,2026-02-05 19:00:01,S京东网上商城,,,2026-02-06 16:43:47,-2,0,0,0
6666808,778414,EB2601290002033,THRK,HF-SPD,0,1,1,900,900,SF5109928259535,,2026-02-06 19:50:09,2026-02-05 19:06:00,S天猫网上旗舰,,,2026-02-06 19:11:58,-2,0,0,0
6667598,779452,EB2602020024074,THRK,HF-SPD,0,1,1,900,900,JDVA41816798429,,2026-02-10 10:42:07,2026-02-05 20:03:00,S京东网上商城,,,2026-02-10 09:56:53,-2,0,0,0
6667953,777384,EB2601250013140,THRK,HF-SPD,0,1,1,900,900,73595258663562,,2026-02-08 17:42:08,2026-02-05 20:26:00,S抖音睿沃旗舰店,,,2026-02-08 15:46:27,-2,0,0,0
6668001,779443,EB2602030022842,THRK,HF-SPD,0,1,1,900,900,SF5126981083495,,2026-02-09 11:20:25,2026-02-05 20:31:01,S抖音睿沃旗舰店,,,2026-02-09 09:24:17,-2,0,0,0
6668418,778728,EB2602020021410,HHRK,HF-SPD,0,1,1,900,900,772056214336971,,2026-02-08 14:22:06,2026-02-05 20:57:00,S天猫网上旗舰,,,2026-02-08 13:54:41,-2,0,0,0
6668580,779542,EB2602020044333,THRK,HF-SPD,0,1,1,900,900,JDVA41818144910,,2026-02-09 11:56:05,2026-02-05 21:10:00,S京东网上商城,,,2026-02-09 11:25:06,-2,0,0,0
6668762,779574,EB2602020046035,THRK,HF-SPD,0,1,1,900,900,JDVA41818450605,,2026-02-08 17:42:06,2026-02-05 21:25:00,S京东网上商城,,,2026-02-08 17:06:11,-2,0,0,0
6668763,779573,EB2602020046035,THRK,HF-SPD,0,1,1,900,900,JDVA41818450605,,2026-02-08 17:42:06,2026-02-05 21:25:00,S京东网上商城,,,2026-02-08 17:06:18,-2,0,0,0
6668773,779575,EB2602020045801,THRK,HF-SPD,0,1,1,900,900,JDVA41818463259,,2026-02-08 17:42:06,2026-02-05 21:26:00,S京东网上商城,,,2026-02-08 17:07:41,-2,0,0,0
6669771,779656,EB2602030023152,THRK,HF-SPD,0,1,1,900,900,JDVA41820015787,,2026-02-07 20:28:06,2026-02-05 22:58:00,S京东网上商城,,,2026-02-07 18:59:55,-2,0,0,0
6670191,779681,EB2602020043220,THRK,HF-SPD,0,1,1,100,100,JDVA41820533591,,,2026-02-05 23:45:00,S京东网上商城,,,,-2,0,0,0
6670293,779607,EB2602030008102,THRK,HF-SPD,0,1,1,900,900,770017181537180,,2026-02-08 14:22:06,2026-02-05 23:56:00,S天猫网上旗舰,,,2026-02-08 13:56:29,-2,0,0,0
6670727,779705,EB2602020043041,THRK,HF-SPD,0,1,1,900,900,JDVA41822508165,,2026-02-08 13:32:10,2026-02-06 00:50:01,S京东网上商城,,,2026-02-08 10:03:45,-2,0,0,0
6673320,779721,EB2602030002988,THRK,HF-SPD,0,1,1,900,900,JDVA41824032999,,2026-02-08 13:32:08,2026-02-06 07:13:00,S京东网上商城,,,2026-02-08 09:40:04,-2,0,0,0
6673387,779722,EB2602020004880,THRK,HF-SPD,0,1,1,900,900,JDVA41824190509,,2026-02-09 11:20:38,2026-02-06 07:23:00,S京东网上商城,,,2026-02-09 11:01:25,-2,0,0,0
6673394,779723,EB2602020004881,THRK,HF-SPD,0,1,1,900,900,JDVA41824224735,,2026-02-09 11:56:05,2026-02-06 07:24:00,S京东网上商城,,,2026-02-09 11:26:15,-2,0,0,0
6674420,779490,EB2602030034613,THRK,HF-SPD,0,1,1,900,900,JDX048975564710,,2026-02-08 13:32:10,2026-02-06 09:02:02,S得物,,,2026-02-08 10:23:20,-2,0,0,0
6674432,779394,EB2602030025982,THRK,HF-SPD,0,1,1,900,900,73595246853257,,2026-02-08 17:42:09,2026-02-06 09:03:00,S抖音睿沃旗舰店,,,2026-02-08 15:50:53,-2,0,0,0
6674876,779351,EB2602020045571,THRK,HF-SPD,0,1,1,900,900,631148192860944,,2026-02-08 14:22:07,2026-02-06 09:27:00,S天猫服饰旗舰店,,,2026-02-08 13:59:32,-2,0,0,0
6674879,779350,EB2602020045571,THRK,HF-SPD,0,1,1,900,900,631148192860944,,2026-02-08 14:22:07,2026-02-06 09:27:01,S天猫服饰旗舰店,,,2026-02-08 13:59:41,-2,0,0,0
6675238,779373,EB2602020043778,THRK,HF-SPD,0,1,1,900,900,JDX048974607884,,2026-02-08 17:42:08,2026-02-06 09:41:01,S得物,,,2026-02-08 16:44:57,-2,0,0,0
6675239,779242,EB2601280020007,THRK,HF-SPD,0,1,1,900,900,73595213083805,,2026-02-08 17:42:06,2026-02-06 09:41:02,S抖音睿沃旗舰店,,,2026-02-08 16:01:45,-2,0,0,0
6675632,779809,EB2602030042857,THRK,HF-SPD,0,1,1,100,100,JDVA41830211644,,,2026-02-06 09:52:00,S京东网上商城,,,,-2,0,0,0
6675871,779816,EB2602020043040,THRK,HF-SPD,0,1,1,100,100,JDVA41830507886,,,2026-02-06 09:59:00,S京东网上商城,,,,-2,0,0,0
6675937,779604,EB2602030030161,THRK,HF-SPD,0,1,1,900,900,73595270981079,,2026-02-08 13:32:10,2026-02-06 10:03:08,S抖音睿沃旗舰店,,,2026-02-08 11:09:24,-2,0,0,0
6675938,779792,EB2601290045595,THRK,HF-SPD,0,1,1,900,900,SF5126098974143,,2026-02-08 17:42:06,2026-02-06 10:03:08,S抖音睿沃旗舰店,,,2026-02-08 15:10:54,-2,0,0,0
6676947,779595,EB2602020000044,THRK,HF-SPD,0,1,1,900,900,73595268746139,,2026-02-08 17:42:06,2026-02-06 10:32:00,S抖音睿沃旗舰店,,,2026-02-08 16:03:46,-2,0,0,0
6677677,OPU2602060000005,OPU2602060000005,CGRK,HF-SPD,0,460,8,900,900,,,2026-02-10 20:20:25,2026-02-06 10:53:00,,,,2026-02-09 11:36:53,-2,0,0,0
6678040,779850,EB2602010043676,THRK,HF-SPD,0,1,1,900,900,JDVA41833311757,,2026-02-09 11:20:37,2026-02-06 11:08:00,S京东网上商城,,,2026-02-09 10:22:59,-2,0,0,0
6678577,779812,EB2602030031158,THRK,HF-SPD,0,1,1,900,900,SF5109259212870,,2026-02-08 17:42:06,2026-02-06 11:23:01,S得物,,,2026-02-08 15:05:33,-2,0,0,0
6680064,779846,EB2602040022904,THRK,HF-SPD,0,1,1,900,900,73595332899435,,2026-02-09 11:20:25,2026-02-06 12:21:00,S抖音睿沃旗舰店,,,2026-02-09 11:15:02,-2,0,0,0
6681458,779453,EB2601310040830,THRK,HF-SPD,0,1,1,900,900,JDX048960864956,,2026-02-10 10:42:10,2026-02-06 13:22:00,S抖音睿沃旗舰店,,,2026-02-10 10:32:18,-2,0,0,0
6682586,779939,EB2602020025777,THRK,HF-SPD,0,1,1,900,900,JDX048994961456,,2026-02-08 17:42:06,2026-02-06 14:18:00,S得物,,,2026-02-08 17:05:57,-2,0,0,0
6682663,779918,EB2602030045656,THRK,HF-SPD,0,1,1,900,900,73595356445289,,2026-02-09 11:20:37,2026-02-06 14:22:00,S抖音睿沃旗舰店,,,2026-02-09 10:10:02,-2,0,0,0
6682871,779937,EB2602040028845,THRK,HF-SPD,0,1,1,900,900,SF5109294979427,,2026-02-08 13:32:09,2026-02-06 14:32:00,S天猫服饰旗舰店,,,2026-02-08 09:59:50,-2,0,0,0
6683935,779975,779975,QTRK,HF-SPD,0,134,131,300,300,,,,2026-02-06 15:16:00,,,,2026-02-09 15:56:03,-2,0,0,0
6684317,779988,EB2602020046055,THRK,HF-SPD,0,1,1,900,900,JDVA41842990445,,2026-02-10 10:42:06,2026-02-06 15:33:00,S京东网上商城,,,2026-02-10 10:35:21,-2,0,0,0
6684483,779992,EB2601300045548,THRK,HF-SPD,0,1,1,900,900,73595358569648,,2026-02-08 13:32:11,2026-02-06 15:42:00,S天猫网上旗舰,,,2026-02-08 11:13:37,-2,0,0,0
6684573,778901,EB2602010047469,THRK,HF-SPD,0,1,1,900,900,JT3152948926200,,2026-02-08 17:42:07,2026-02-06 15:48:00,S天猫网上旗舰,,,2026-02-08 15:25:11,-2,0,0,0
6684674,779357,EB2602020046780,THRK,HF-SPD,0,1,1,900,900,JT3152948335089,,2026-02-08 17:42:07,2026-02-06 15:51:00,S天猫网上旗舰,,,2026-02-08 15:18:08,-2,0,0,0
6684709,779996,EB2602040026228,THRK,HF-SPD,0,1,1,900,900,78980878982380,,2026-02-08 17:42:07,2026-02-06 15:52:00,S天猫网上旗舰,,,2026-02-08 16:14:34,-2,0,0,0
6684739,779955,EB2601230033222,THRK,HF-SPD,0,1,1,900,900,JDX048997466229,,2026-02-08 13:32:09,2026-02-06 15:54:00,S抖音睿沃旗舰店,,,2026-02-08 09:56:39,-2,0,0,0
6684794,779086,EB2602010031546,THRK,HF-SPD,0,1,1,900,900,772056275822565,,2026-02-08 14:22:07,2026-02-06 15:58:00,S天猫网上旗舰,,,2026-02-08 14:01:52,-2,0,0,0
6684795,779088,EB2602010031546,THRK,HF-SPD,0,1,1,900,900,772056275822565,,2026-02-08 14:22:07,2026-02-06 15:58:00,S天猫网上旗舰,,,2026-02-08 14:01:59,-2,0,0,0
6684889,779999,EB2602040026863,THRK,HF-SPD,0,1,1,900,900,JT3153005618510,,2026-02-08 17:42:07,2026-02-06 16:00:00,S天猫网上旗舰,,,2026-02-08 15:27:47,-2,0,0,0
6684912,OPU2602060000023,OPU2602060000023,CGRK,HF-SPD,0,302,12,900,900,,,2026-02-10 20:20:22,2026-02-06 16:01:00,,,,2026-02-06 20:40:30,-2,0,0,0
6684913,780002,EB2602010035424,THRK,HF-SPD,0,1,1,900,900,SF5109183338286,,2026-02-06 17:58:06,2026-02-06 16:01:00,S抖音睿沃旗舰店,,,2026-02-06 16:38:49,-2,0,0,0
6684945,780003,EB2602010035424,THRK,HF-SPD,0,2,2,900,900,SF5124300612222,,2026-02-06 17:58:07,2026-02-06 16:02:00,S抖音睿沃旗舰店,,,2026-02-06 16:38:24,-2,0,0,0
6684967,779298,EB2602040027748,THRK,HF-SPD,0,1,1,900,900,772056293338011,,2026-02-08 17:42:09,2026-02-06 16:03:00,S天猫网上旗舰,,,2026-02-08 15:55:23,-2,0,0,0
6684988,779473,EB2601310037524,THRK,HF-SPD,0,1,1,900,900,772056280990544,,2026-02-08 14:22:07,2026-02-06 16:04:00,S天猫网上旗舰,,,2026-02-08 14:07:24,-2,0,0,0
