货主,入库单号,来源单号,入库单类型,货品编码,计划数量,已收货数,已上架数,货号,商品名称,颜色,规格,创建时间,收货日期,首状态,尾状态,整单完成时间,客退快递单号,备注,仓库
Spyder,775551,EB2601260049589,退货入库,6941816960048,1,1,1,24424MF216WW02,奶霜白羽绒服,奶霜白,,2026-02-01 13:04:01,2026-02-07 10:18:59,已完成,已完成,2026-02-07 10:29:40,1315000040333,,合肥仓
Spyder,775566,EB2601290038005,退货入库,6941816947810,1,1,1,24324EF509M001,黑色裤子,黑色,,2026-02-01 11:33:01,2026-02-02 13:55:22,已完成,已完成,2026-02-02 15:16:59,73594335153660,,合肥仓
Spyder,775574,EB2601270023241,退货入库,6932472701335,1,1,1,24424CF321M001,黑色卫衣,黑色,,2026-02-01 09:23:00,2026-02-02 16:17:35,已完成,已完成,2026-02-02 17:27:21,772055983316845,,合肥仓
Spyder,775578,EB2601280043582,退货入库,6942133510343,1,1,1,25425MF231M001,羽绒服,黑色,,2026-02-01 11:33:02,2026-02-03 15:59:09,已完成,已完成,2026-02-03 16:36:19,73594337234163,,合肥仓
Spyder,775580,EB2601250037933,退货入库,6932472791442,1,1,1,25325EF201MB06,羽绒服,灰蓝色,,2026-02-01 15:43:00,2026-02-03 09:59:33,已完成,已完成,2026-02-03 10:59:02,JDX048645092595,,合肥仓
Spyder,775585,EB2601270040572,退货入库,6942133517168,1,1,1,25325CF119M001,夹克,黑色,,2026-02-01 10:43:00,2026-02-03 16:01:04,已完成,已完成,2026-02-03 16:36:19,73594338193926,,合肥仓
Spyder,775605,EB2601260042974,退货入库,6942133511227,1,0,0,25425MF527M001,裤子,黑色,,2026-02-03 20:32:00,,待收货,待收货,,772056137678429,,合肥仓
Spyder,775606,EB2601270040704,退货入库,6942133545055,1,1,1,26102OE26101KM001,短袖POLO衫,黑色,,2026-02-01 08:27:00,2026-02-04 09:41:09,已完成,已完成,2026-02-04 11:14:06,1345349690518,,合肥仓
Spyder,775624,EB2601290003846,退货入库,6932472792142,1,1,1,25325EF517M001,裤子,黑色,,2026-02-01 11:54:01,2026-02-03 16:18:00,已完成,已完成,2026-02-03 16:36:22,73594344072835,,合肥仓
Spyder,775626,EB2601290003545,退货入库,6932472753020,1,1,1,25125MS415M001,黑色T恤,黑色,,2026-02-01 11:54:01,2026-02-03 16:18:06,已完成,已完成,2026-02-03 16:36:22,73594344072835,,合肥仓
Spyder,775629,EB2601290032266,退货入库,6942133511050,1,1,1,25425MF406W600,T恤,RED；红色,,2026-02-01 12:07:00,2026-02-03 11:26:08,已完成,已完成,2026-02-03 11:54:39,631147327364935,,合肥仓
Spyder,775640,EB2601280037143,退货入库,6941816959806,1,1,1,24424MF203MN22,灰铜绿羽绒服,灰铜绿,,2026-02-01 10:03:01,2026-02-03 14:11:05,已完成,已完成,2026-02-03 15:08:17,JT3152260781331,,合肥仓
Spyder,775657,EB2601280024210,换货入库,6932472769717,1,0,0,25225MS039M001,黑色POLO衫,黑色,,2026-02-01 13:04:00,,待收货,待收货,,JT3152289291991,,合肥仓
Spyder,775670,EB2601270042219,退货入库,6932472791848,1,1,1,25325EF401M001,T恤,黑色,,2026-02-01 11:43:01,2026-02-04 17:27:57,已完成,已完成,2026-02-04 17:40:17,73594349962964,,合肥仓
Spyder,775672,EB2601270042219,退货入库,6932472791855,1,1,1,25325EF401M001,T恤,黑色,,2026-02-01 11:43:01,2026-02-04 17:28:10,已完成,已完成,2026-02-04 17:40:17,73594349962964,,合肥仓
Spyder,775682,EB2601290027558,换货入库,6942105346079,1,1,1,23423CF521MC06,布朗棕裤子,布朗棕,,2026-02-01 09:02:00,2026-02-02 16:01:05,已完成,已完成,2026-02-02 17:27:18,631147254090069,,合肥仓
Spyder,775713,EB2601280048323,退货入库,6941816947735,1,1,1,24324EF325MB01,藏青色卫衣,藏青色1,,2026-02-01 10:23:00,2026-02-04 13:46:45,已完成,已完成,2026-02-04 13:53:51,73594380293716,,合肥仓
Spyder,775737,EB2601270022269,退货入库,6942105347212,1,1,1,23423MF247M2OK,游牧灰棉服,游牧灰,,2026-02-01 10:03:00,2026-02-03 13:56:21,已完成,已完成,2026-02-03 15:08:15,73594361259641,,合肥仓
Spyder,775745,EB2601240042532,退货入库,6941816959417,1,1,1,24424EF207U001,黑色羽绒服,黑色,,2026-02-01 19:42:00,2026-02-04 14:03:56,已完成,已完成,2026-02-04 14:06:17,772055967421195,,合肥仓
Spyder,775746,EB2601300029606,退货入库,6932472791435,1,1,1,25325EF201MB06,羽绒服,灰蓝色,,2026-02-01 14:06:00,2026-02-03 09:40:11,已完成,已完成,2026-02-03 09:49:40,1315055910433,,合肥仓
Spyder,775749,EB2601290020991,退货入库,6932472791299,1,1,1,25325EF119M001,冲锋衣,黑色,,2026-02-01 11:54:00,2026-02-02 16:28:28,已完成,已完成,2026-02-02 17:27:23,73594390347368,,合肥仓
Spyder,775777,EB2601290028336,退货入库,6941816932083,1,1,1,99923EF133M335,深棕绿冲锋衣,深棕叶绿;深棕绿,,2026-02-01 01:44:00,2026-02-03 10:18:12,已完成,已完成,2026-02-03 10:59:04,JDVA41655653043,,合肥仓
Spyder,775783,775783,其他入库,6941816959783,1,1,0,24424MF203M001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 15:51:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816960062,1,1,0,24424MF217M001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816998041,1,1,0,24324CF253M001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 15:51:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816999093,1,1,0,24324CF503M001,黑色裤子,黑色,,2026-02-01 03:17:00,2026-02-03 15:51:36,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105306516,1,1,0,23323CF103MG13,松墨绿夹克,松墨绿,,2026-02-01 03:17:00,2026-02-03 15:51:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105308015,1,1,0,23323CF318WP09,暮光紫卫衣,暮光紫,,2026-02-01 03:17:00,2026-02-03 15:51:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105345843,1,1,0,23423CF518WP09,暮光紫裤子,暮光紫,,2026-02-01 03:17:00,2026-02-03 15:51:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105390447,1,1,0,24124CS425MG15,青提绿T恤,青提绿,,2026-02-01 03:17:00,2026-02-03 15:51:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105390621,1,1,0,24124CS437MG15,青提绿T恤,青提绿,,2026-02-01 03:17:00,2026-02-03 16:04:26,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853664321,1,1,0,21421CF134WE01,米色夹克,米白色,,2026-02-01 03:17:00,2026-02-03 16:01:28,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816960086,1,1,0,24424MF217M001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 16:01:27,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853196389,1,1,0,19319CF914UY01,黄色帽子,黄色,,2026-02-01 03:17:00,2026-02-03 16:01:27,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853618027,1,1,0,21421CF907UE01,米色帽子,米白色,,2026-02-01 03:17:00,2026-02-03 16:01:28,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853666226,1,1,0,21321CF121ME01,米色夹克,米白色,,2026-02-01 03:17:00,2026-02-03 16:01:28,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853740971,1,1,0,22122CS129M001,夹克,黑色,,2026-02-01 03:17:00,2026-02-03 16:01:27,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6932472707566,1,1,0,24424CF541M001,黑色裤子,黑色,,2026-02-01 03:17:00,2026-02-03 16:01:28,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816943102,1,1,0,24324MF413M0MT,灰绿色T恤,灰绿,,2026-02-01 03:17:00,2026-02-03 16:01:28,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816947957,1,1,0,24324EF543MN02,深灰色裤子,深灰色;灰色,,2026-02-01 03:17:00,2026-02-03 16:01:28,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816948398,1,1,0,24324MF503M906,炭灰色裤子,炭灰色,,2026-02-01 03:17:00,2026-02-03 16:01:28,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816959431,1,1,0,24424EF207U001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 16:01:27,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105343979,1,1,0,23423CF212WE01,米色夹克,米白色,,2026-02-01 03:17:00,2026-02-03 16:01:28,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105344358,1,1,0,23423CF217ME01,米色夹克,米白色,,2026-02-01 03:17:00,2026-02-03 16:01:28,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105377929,1,1,0,24124MR425M3SY,橄榄绿T恤,橄榄绿2,,2026-02-01 03:17:00,2026-02-03 16:01:28,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105391147,1,1,0,24124ES481M001,黑色T恤,黑色,,2026-02-01 03:17:00,2026-02-03 15:53:56,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105391222,1,1,0,24124ES481MG20,云杉绿T恤,云杉绿,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853880684,1,1,0,22222ES441U100,T恤,白色,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853880684,1,1,0,22222ES441U100,T恤,白色,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816942235,1,1,0,24324MF304W0MT,灰绿色卫衣,灰绿,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816942808,1,1,0,24324MF405M001,黑色POLO衫,黑色,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816959776,1,1,0,24424MF203M001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 15:53:56,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816960062,1,1,0,24424MF217M001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 15:51:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816960079,1,1,0,24424MF217M001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816960086,1,1,0,24424MF217M001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 15:53:56,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105345430,1,1,0,23423CF418W001,黑色T恤,黑色,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105390263,1,1,0,24124CS413M41C,湛蓝POLO衫,湛蓝,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105390423,1,1,0,24124CS425M001,黑色T恤,黑色,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105391567,1,1,0,24124ES527MG20,云杉绿裤子,云杉绿,,2026-02-01 03:17:00,2026-02-03 15:53:56,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105392014,1,1,0,24124MS315MN25,燧石灰卫衣,燧石灰;烟灰色,,2026-02-01 03:17:00,2026-02-03 16:04:26,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105392946,1,1,0,24124MS443MN25,燧石灰T恤,燧石灰;烟灰色,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105392953,1,1,0,24124MS443MN25,燧石灰T恤,燧石灰;烟灰色,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105395251,1,1,0,24224CS446W001,黑色连衣裙,黑色,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6932472705036,1,1,0,24424XF433M001,黑色T恤,黑色,,2026-02-01 03:17:00,2026-02-03 15:59:33,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816937804,1,1,0,24124ES485M001,黑色T恤,黑色,,2026-02-01 03:17:00,2026-02-03 16:04:27,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105389625,1,1,0,24124CS311MG18,森林绿T恤,森林绿,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853616894,1,1,0,21321MF520W001,黑色裤子,黑色,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853737582,1,1,0,22222CS532WN02,紧身裤,深灰色;灰色,,2026-02-01 03:17:00,2026-02-03 15:59:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853880684,1,1,0,22222ES441U100,T恤,白色,,2026-02-01 03:17:00,2026-02-03 15:53:56,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941767102399,1,1,0,22322CF409MN17,浅云灰T恤,浅云灰,,2026-02-01 03:17:00,2026-02-03 15:59:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941767147895,1,1,0,23123CS310WP01,午夜紫卫衣,午夜紫,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941767151472,1,1,0,23223CS504W001,黑色裤子,黑色,,2026-02-01 03:17:00,2026-02-03 15:59:33,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816942808,1,1,0,24324MF405M001,黑色POLO衫,黑色,,2026-02-01 03:17:00,2026-02-03 15:53:55,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816944666,1,1,0,24424MF417MB01,藏青色T恤,藏青色1,,2026-02-01 03:17:00,2026-02-03 15:59:33,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816947735,1,1,0,24324EF325MB01,藏青色卫衣,藏青色1,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816947780,1,1,0,24324EF325ME08,灰杏色卫衣,灰杏色,,2026-02-01 03:17:00,2026-02-03 15:59:33,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816947803,1,1,0,24324EF509M001,黑色裤子,黑色,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816958762,1,1,0,24324MF204W0MT,灰绿色羽绒服,灰绿,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816959929,1,1,0,24424MF214WN13,豆蔻青三合一夹克,豆蔻青,,2026-02-01 03:17:00,2026-02-03 15:59:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816960147,1,1,0,24424MF217MN22,灰铜绿羽绒服,灰铜绿,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816998782,1,1,0,24324CF435MW03,鸟羽白T恤,鸟羽白,,2026-02-01 03:17:00,2026-02-03 15:59:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816998850,1,1,0,24324CF437MN22,灰铜绿POLO衫,灰铜绿,,2026-02-01 03:17:00,2026-02-03 15:59:33,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105345454,1,1,0,23423CF418W001,黑色T恤,黑色,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105346086,1,1,0,23423CF521MC06,布朗棕裤子,布朗棕,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105346529,1,1,0,23423EF223MW02,奶霜白背心,奶霜白,,2026-02-01 03:17:00,2026-02-03 15:59:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105347199,1,1,0,23423MF247M2OK,游牧灰棉服,游牧灰,,2026-02-01 03:17:00,2026-02-03 15:59:33,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105377837,1,1,0,24124MR323M001,黑色卫衣,黑色,,2026-02-01 03:17:00,2026-02-03 15:59:33,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105378070,1,1,0,24124MR429M001,黑色POLO衫,黑色,,2026-02-01 03:17:00,2026-02-03 15:59:34,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105391376,1,1,0,24124ES485M906,炭灰色T恤,炭灰色,,2026-02-01 03:17:00,2026-02-03 15:59:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105391598,1,1,0,24124ES527MG20,云杉绿裤子,云杉绿,,2026-02-01 03:17:00,2026-02-03 15:59:35,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105392373,1,1,0,24124MS407ME01,米白色POLO衫,米白色,,2026-02-01 03:17:00,2026-02-03 15:59:33,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853741183,1,1,0,22122CS150WP06,夹克,银铃紫,,2026-02-01 03:17:00,2026-02-03 15:56:16,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6905853893479,1,1,0,22322CF404WY05,玄月黄T恤,玄月黄,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6932472701366,1,1,0,24424CF321MN10,板岩灰卫衣,N10,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6932472706644,1,1,0,24424CF234W001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 16:04:26,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941767107257,1,1,0,22422CF309M001,黑色卫衣,黑色,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941767147819,1,1,0,23123CS307M001,黑色卫衣,黑色,,2026-02-01 03:17:00,2026-02-03 15:56:18,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941767149219,2,2,0,23223CS416W100,白色运动内衣,白色,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816923876,1,1,0,24224MS479M906,炭灰色T恤,炭灰色,,2026-02-01 03:17:00,2026-02-03 15:56:16,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816942686,1,1,0,24324MF401M001,黑色T恤,黑色,,2026-02-01 03:17:00,2026-02-03 15:56:16,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816947650,1,1,0,24324EF171MMHR,黑色/红色夹克,黑色/红色,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816947681,1,1,0,24324EF325M001,黑色卫衣,黑色,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816947780,1,1,0,24324EF325ME08,灰杏色卫衣,灰杏色,,2026-02-01 03:17:00,2026-02-03 15:56:16,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816947872,1,1,0,24324EF543M001,黑色裤子,黑色,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816947933,1,1,0,24324EF543MN02,深灰色裤子,深灰色;灰色,,2026-02-01 03:17:00,2026-02-03 15:56:18,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6941816959509,1,1,0,24424EF225M001,黑色羽绒服,黑色,,2026-02-01 03:17:00,2026-02-03 15:56:18,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105309104,1,1,0,23323CF507MB01,藏青色裤子,藏青色1,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105346895,1,1,0,23423MF225MB22,云山蓝羽绒服,云山蓝,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105347205,1,1,0,23423MF247M2OK,游牧灰棉服,游牧灰,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
Spyder,775783,775783,其他入库,6942105348493,1,1,0,23423MR315MN12,深麻灰卫衣,深麻灰;花灰,,2026-02-01 03:17:00,2026-02-03 15:56:17,待上架,待上架,,,,合肥仓
